PassengerId,GroupId,Group_Size,HomePlanet,Destination,Side,Deck,Cabin_Number,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
5423_02,5423,2,2,2,0,4,341,28.0,0,0,142.0,0.0,1878.0,62.0,0.0,1
5424_01,5424,1,2,1,0,5,1117,13.0,0,0,358.0,65.0,599.0,676.0,0.0,0
5427_02,5427,3,2,2,0,5,1118,18.0,0,0,3458.0,0.0,216.0,0.0,0.0,0
5427_03,5427,3,2,2,0,5,1118,25.0,0,0,948.0,0.0,1.0,170.0,0.0,0
5430_01,5430,1,0,2,0,6,873,19.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5435_01,5435,1,2,2,0,5,1121,50.0,0,0,846.0,0.0,280.0,280.0,0.0,0
5437_01,5437,1,2,2,0,5,1123,44.0,0,0,1267.0,18.0,0.0,3.0,0.0,1
5438_01,5438,1,0,1,0,6,875,52.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5440_01,5440,3,0,2,1,6,875,7.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5440_02,5440,3,0,0,1,5,1041,30.0,0,0,0.0,59.0,18.0,639.0,0.0,0
5440_03,5440,3,0,2,1,5,1041,27.0,0,0,1109.0,0.0,0.0,0.0,0.0,0
5441_01,5441,1,1,0,1,1,207,24.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5443_01,5443,1,0,0,0,5,1124,13.0,0,0,4.0,99.0,1.0,0.0,595.0,0
5447_01,5447,1,2,0,0,5,1126,17.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5450_01,5450,1,0,1,0,6,877,16.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5453_01,5453,1,0,0,1,5,1044,28.0,0,0,0.0,9.0,0.0,1114.0,5.0,0
5455_01,5455,1,2,0,0,4,344,13.0,0,0,9920.0,0.0,180.0,130.0,571.0,0
5457_01,5457,1,0,2,0,5,1129,39.0,0,0,0.0,1.0,0.0,739.0,0.0,0
5458_01,5458,1,0,2,1,4,351,24.0,0,0,0.0,0.0,980.0,7.0,0.0,0
5459_01,5459,1,1,2,1,2,213,38.0,0,0,0.0,347.0,0.0,1545.0,2187.0,0
5462_01,5462,1,2,2,0,5,1131,20.0,0,0,489.0,126.0,663.0,214.0,0.0,0
5463_01,5463,1,0,2,1,5,1045,21.0,0,0,724.0,0.0,0.0,0.0,0.0,1
5465_01,5465,3,2,2,0,5,1132,27.0,0,0,1.0,1.0,2196.0,372.0,0.0,0
5465_03,5465,3,2,2,0,5,1132,6.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5466_01,5466,4,1,0,0,1,185,41.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5466_02,5466,4,1,0,0,1,185,33.0,0,1,0.0,1473.0,1089.0,5700.0,1466.0,0
5466_03,5466,4,1,2,0,1,185,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5466_04,5466,4,1,0,0,1,185,35.0,0,0,0.0,4618.0,0.0,324.0,12061.0,0
5467_01,5467,1,0,2,1,5,1046,31.0,0,0,2703.0,21.0,0.0,0.0,1.0,0
5472_01,5472,1,0,1,1,5,1047,37.0,0,0,0.0,0.0,559.0,11.0,0.0,1
5476_01,5476,1,0,2,1,6,879,49.0,0,0,1020.0,0.0,2.0,2.0,0.0,1
5477_01,5477,1,0,2,1,6,880,17.0,0,0,0.0,150.0,166.0,570.0,0.0,1
5478_01,5478,1,2,2,1,5,1048,29.0,0,0,518.0,0.0,10.0,1245.0,0.0,0
5479_01,5479,1,0,0,1,6,881,36.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5483_01,5483,1,0,1,0,5,1135,17.0,0,0,2.0,0.0,0.0,0.0,681.0,0
5484_01,5484,1,2,0,1,5,1050,45.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5485_01,5485,1,0,2,0,6,880,20.0,0,0,0.0,9.0,82.0,14.0,704.0,0
5487_01,5487,1,2,2,0,5,1136,24.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5488_01,5488,4,1,2,0,1,186,28.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5488_02,5488,4,1,2,0,1,186,15.0,0,0,0.0,22.0,6805.0,0.0,531.0,1
5488_03,5488,4,1,2,0,1,186,53.0,0,0,0.0,6634.0,0.0,5047.0,108.0,0
5488_04,5488,4,1,2,0,1,186,51.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5489_02,5489,2,0,2,0,6,881,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5491_01,5491,1,0,2,1,6,882,20.0,0,0,0.0,0.0,499.0,285.0,103.0,0
5492_01,5492,1,0,2,1,5,1052,23.0,0,0,0.0,551.0,59.0,720.0,14.0,0
5494_01,5494,1,0,2,1,5,1053,22.0,0,0,658.0,0.0,0.0,161.0,3.0,1
5496_01,5496,1,0,0,0,6,882,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5497_01,5497,2,1,2,1,1,210,13.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5497_02,5497,2,1,2,1,1,210,28.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5499_01,5499,1,0,2,1,6,884,40.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5500_01,5500,1,2,0,0,3,175,21.0,0,0,4027.0,0.0,47.0,83.0,0.0,0
5501_01,5501,1,0,2,1,6,885,35.0,0,0,702.0,104.0,5.0,76.0,0.0,1
5504_01,5504,1,0,2,0,5,1140,22.0,0,0,142.0,1307.0,0.0,0.0,0.0,0
5506_01,5506,1,1,2,1,3,166,37.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5507_01,5507,1,2,2,1,4,356,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5509_01,5509,1,0,2,1,5,1055,27.0,0,0,0.0,0.0,800.0,0.0,0.0,1
5510_01,5510,1,0,2,1,6,887,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5511_01,5511,1,0,2,0,6,884,15.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5512_01,5512,1,1,0,1,0,67,31.0,0,0,0.0,225.0,0.0,301.0,4090.0,0
5514_01,5514,3,0,2,1,6,889,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5514_03,5514,3,0,2,1,6,889,27.0,0,0,0.0,6.0,0.0,814.0,107.0,1
5515_01,5515,1,0,2,0,5,1141,22.0,0,0,758.0,0.0,46.0,0.0,0.0,0
5520_01,5520,1,0,2,1,6,890,56.0,0,0,0.0,4.0,778.0,0.0,0.0,1
5521_01,5521,1,0,2,1,5,1058,28.0,0,0,0.0,0.0,0.0,676.0,124.0,0
5522_01,5522,2,0,0,1,4,358,42.0,0,0,31.0,0.0,0.0,635.0,0.0,1
5522_02,5522,2,0,2,1,5,1059,20.0,0,0,0.0,0.0,0.0,703.0,0.0,1
5523_01,5523,1,0,1,0,6,885,29.0,0,0,0.0,0.0,20.0,0.0,402.0,0
5524_01,5524,1,0,0,1,5,1060,36.0,0,0,85.0,0.0,545.0,15.0,0.0,1
5526_02,5526,2,0,2,1,6,891,64.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5527_02,5527,4,0,0,0,6,886,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5527_04,5527,4,0,0,0,6,886,0.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5528_01,5528,1,0,2,0,5,1143,18.0,0,0,0.0,288.0,35.0,0.0,435.0,0
5529_01,5529,1,1,0,0,2,174,39.0,0,0,5645.0,132.0,0.0,1.0,1814.0,0
5530_01,5530,2,2,2,0,4,347,37.0,0,0,10.0,20.0,868.0,115.0,0.0,0
5530_02,5530,2,2,2,0,5,1144,44.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5531_01,5531,2,2,1,0,5,1145,43.0,0,0,817.0,0.0,617.0,0.0,0.0,0
5531_02,5531,2,2,2,0,5,1145,33.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5535_02,5535,3,0,2,1,6,893,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5535_03,5535,3,0,0,1,6,893,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5536_01,5536,1,2,2,1,5,1062,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5538_01,5538,2,2,2,0,5,1146,47.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5538_02,5538,2,2,2,0,5,1146,17.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5539_01,5539,1,1,2,0,1,187,26.0,0,0,0.0,1583.0,0.0,232.0,8040.0,0
5543_01,5543,1,1,2,0,2,175,26.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5545_01,5545,3,0,1,1,6,894,34.0,0,0,0.0,0.0,693.0,3.0,77.0,1
5545_02,5545,3,0,2,1,6,894,11.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5545_03,5545,3,0,2,1,6,894,0.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5546_01,5546,1,1,0,0,3,176,28.0,0,0,550.0,5203.0,0.0,2244.0,1624.0,0
5550_01,5550,1,0,2,1,6,895,33.0,0,0,127.0,745.0,9.0,0.0,0.0,1
5551_01,5551,1,0,2,0,6,888,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5552_02,5552,3,2,2,0,5,1150,11.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5552_03,5552,3,2,2,0,5,1150,60.0,0,0,51.0,10.0,754.0,1412.0,137.0,0
5556_01,5556,1,0,2,1,4,361,27.0,0,0,0.0,1.0,667.0,897.0,43.0,0
5557_01,5557,1,0,2,0,6,890,37.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5560_01,5560,1,2,2,1,3,168,57.0,0,0,1696.0,0.0,1006.0,0.0,27.0,0
5561_01,5561,4,1,2,0,0,51,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5561_02,5561,4,1,2,0,0,51,28.0,0,0,0.0,175.0,0.0,214.0,7461.0,0
5561_03,5561,4,1,2,0,0,51,42.0,0,0,0.0,890.0,2929.0,352.0,4898.0,0
5561_04,5561,4,1,2,0,0,51,43.0,0,0,7.0,494.0,2473.0,443.0,71.0,0
5563_01,5563,1,1,2,0,2,176,26.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5566_01,5566,1,1,0,0,4,349,72.0,0,0,2445.0,3023.0,0.0,704.0,20.0,0
5568_01,5568,2,1,2,0,1,188,49.0,0,0,0.0,3991.0,298.0,289.0,2740.0,0
5568_02,5568,2,1,0,0,1,188,29.0,1,1,0.0,0.0,0.0,0.0,0.0,1
5569_01,5569,1,0,2,0,6,891,18.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5571_01,5571,1,0,0,1,6,900,26.0,0,0,0.0,406.0,0.0,0.0,503.0,1
5572_01,5572,1,2,0,0,5,1153,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5573_01,5573,1,0,0,0,5,1154,18.0,0,0,749.0,0.0,74.0,0.0,0.0,0
5574_01,5574,1,0,0,0,5,1155,14.0,0,0,714.0,237.0,0.0,587.0,1.0,0
5575_01,5575,2,2,2,0,5,1156,44.0,0,0,583.0,0.0,222.0,0.0,1560.0,0
5575_02,5575,2,2,2,0,5,1156,34.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5578_01,5578,1,0,0,0,6,892,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5580_01,5580,1,0,1,1,6,902,36.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5583_01,5583,1,1,2,1,3,170,52.0,0,0,5.0,3514.0,31.0,601.0,13.0,1
5585_01,5585,2,0,1,0,6,894,22.0,0,0,688.0,5.0,80.0,0.0,0.0,0
5585_02,5585,2,0,2,0,5,1158,34.0,0,0,245.0,0.0,542.0,0.0,19.0,1
5586_01,5586,1,0,1,0,6,895,37.0,0,0,0.0,0.0,6.0,746.0,1.0,0
5587_01,5587,1,0,0,0,5,1159,22.0,0,0,654.0,2.0,83.0,0.0,0.0,0
5589_01,5589,1,0,2,0,5,1160,26.0,0,0,0.0,786.0,0.0,11.0,83.0,1
5591_01,5591,1,0,0,1,4,363,14.0,0,0,590.0,9.0,0.0,0.0,192.0,0
5592_01,5592,1,2,0,0,5,1161,53.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5594_01,5594,1,0,2,0,5,1163,17.0,0,0,0.0,823.0,0.0,1168.0,14.0,0
5595_01,5595,1,0,2,1,5,1067,30.0,0,0,0.0,1.0,0.0,870.0,0.0,0
5596_01,5596,1,1,2,0,3,179,65.0,0,0,0.0,722.0,302.0,103.0,2659.0,0
5601_01,5601,5,0,2,1,6,904,3.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5601_02,5601,5,0,2,1,6,904,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5601_04,5601,5,0,2,1,5,1069,21.0,0,0,958.0,1668.0,82.0,0.0,78.0,1
5601_05,5601,5,0,0,1,6,904,8.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5602_01,5602,2,1,2,0,1,190,35.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5602_02,5602,2,1,0,0,1,190,18.0,0,0,0.0,3268.0,0.0,436.0,342.0,1
5606_01,5606,2,1,0,1,1,213,45.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5606_02,5606,2,1,2,1,1,213,31.0,0,0,0.0,1219.0,7.0,104.0,1082.0,1
5608_01,5608,1,0,2,0,5,1164,14.0,0,0,30.0,757.0,115.0,0.0,0.0,1
5609_01,5609,1,0,2,0,6,897,23.0,0,0,765.0,5.0,0.0,0.0,0.0,0
5610_01,5610,2,1,2,1,1,214,61.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5610_02,5610,2,1,0,1,1,214,54.0,0,1,0.0,7996.0,0.0,4549.0,10206.0,0
5611_01,5611,2,1,2,1,3,171,28.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5611_02,5611,2,1,2,1,3,171,46.0,0,0,0.0,3477.0,0.0,1.0,5543.0,0
5613_01,5613,1,0,2,1,5,1072,32.0,0,0,125.0,874.0,0.0,180.0,1.0,1
5614_01,5614,1,0,0,1,6,906,49.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5615_01,5615,1,0,0,1,6,907,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5616_01,5616,1,0,1,1,5,1073,25.0,0,0,458.0,240.0,0.0,239.0,0.0,1
5618_01,5618,1,0,2,1,5,1075,19.0,0,0,0.0,785.0,0.0,0.0,19.0,1
5619_01,5619,1,0,0,1,6,908,28.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5622_01,5622,1,0,2,1,5,1076,68.0,0,0,0.0,0.0,970.0,0.0,0.0,1
5623_01,5623,1,0,2,0,6,898,16.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5625_01,5625,4,2,2,0,4,352,19.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5625_03,5625,4,2,2,0,4,352,15.0,0,0,890.0,9.0,0.0,1250.0,57.0,0
5625_04,5625,4,2,2,0,4,352,26.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5626_01,5626,1,0,1,1,6,911,23.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5627_01,5627,1,0,2,0,6,899,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5628_01,5628,1,0,2,0,6,900,27.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5631_01,5631,1,0,2,0,5,1166,20.0,0,0,47.0,0.0,0.0,0.0,2711.0,0
5637_01,5637,1,0,2,0,5,1168,43.0,0,0,1.0,8.0,0.0,0.0,715.0,0
5639_01,5639,1,0,2,1,6,913,22.0,0,0,19.0,9.0,0.0,0.0,594.0,1
5640_01,5640,1,1,2,1,4,368,27.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5643_01,5643,3,2,2,1,5,1077,24.0,0,0,158.0,0.0,1594.0,1.0,0.0,1
5643_03,5643,3,2,2,1,5,1077,15.0,0,0,643.0,0.0,45.0,0.0,10.0,0
5644_01,5644,1,2,2,0,5,1169,28.0,0,0,1909.0,0.0,0.0,0.0,6.0,0
5645_01,5645,1,0,2,1,5,1078,24.0,0,0,0.0,117.0,2134.0,0.0,0.0,1
5647_02,5647,2,1,0,0,2,178,52.0,0,0,0.0,1425.0,31.0,0.0,1320.0,1
5648_01,5648,2,1,0,0,2,179,27.0,0,0,332.0,918.0,0.0,5.0,4817.0,0
5648_02,5648,2,1,0,0,2,179,50.0,0,0,0.0,103.0,0.0,240.0,8221.0,0
5650_01,5650,1,0,2,0,6,902,24.0,0,0,56.0,22.0,285.0,1453.0,0.0,0
5651_01,5651,1,0,1,1,6,915,26.0,0,0,807.0,0.0,0.0,0.0,40.0,1
5652_01,5652,1,0,2,0,5,1171,24.0,0,0,215.0,0.0,0.0,0.0,350.0,0
5653_01,5653,1,0,2,0,6,903,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5655_01,5655,1,0,1,0,5,1172,42.0,0,0,1188.0,39.0,3.0,3.0,0.0,0
5659_01,5659,1,0,2,0,5,1175,51.0,0,0,0.0,0.0,0.0,0.0,880.0,0
5661_01,5661,2,0,1,0,4,355,43.0,0,0,635.0,53.0,0.0,3.0,0.0,1
5661_02,5661,2,0,0,0,6,905,31.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5662_01,5662,2,0,2,1,6,916,14.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5662_02,5662,2,0,2,1,5,1080,31.0,0,0,13.0,0.0,0.0,679.0,0.0,0
5663_01,5663,1,1,2,1,0,71,33.0,0,0,0.0,1513.0,5.0,63.0,144.0,1
5667_01,5667,1,0,0,0,6,906,21.0,0,0,0.0,496.0,0.0,3867.0,30.0,0
5671_01,5671,1,0,2,0,6,907,13.0,0,0,56.0,1706.0,15.0,0.0,23.0,0
5674_01,5674,1,1,2,1,1,217,22.0,0,0,0.0,11594.0,0.0,10247.0,1.0,0
5677_01,5677,1,2,2,0,4,357,22.0,0,0,1035.0,0.0,264.0,0.0,0.0,0
5679_01,5679,3,0,1,1,6,920,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5679_02,5679,3,0,0,1,6,920,35.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5679_03,5679,3,0,2,1,6,920,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5680_01,5680,1,0,2,0,4,359,18.0,0,0,0.0,0.0,1609.0,0.0,0.0,1
5681_01,5681,1,0,2,1,6,921,66.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5684_02,5684,4,1,0,1,1,218,48.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5684_03,5684,4,1,0,1,1,218,38.0,0,0,0.0,1198.0,48.0,278.0,1244.0,0
5684_04,5684,4,1,2,1,1,218,62.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5685_01,5685,1,0,2,0,6,910,19.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5686_02,5686,2,2,0,0,3,180,25.0,0,0,1410.0,123.0,26.0,9.0,812.0,0
5687_01,5687,1,0,2,0,5,1179,15.0,0,0,348.0,1627.0,0.0,0.0,0.0,0
5688_01,5688,1,0,2,1,5,1084,20.0,0,0,12.0,177.0,1110.0,0.0,0.0,1
5689_01,5689,1,0,2,0,5,1180,34.0,0,0,233.0,0.0,0.0,1054.0,156.0,0
5692_01,5692,1,2,2,0,4,360,23.0,0,0,821.0,0.0,863.0,664.0,0.0,0
5693_01,5693,1,0,2,1,5,1087,45.0,0,0,0.0,0.0,2332.0,84.0,0.0,1
5695_01,5695,1,0,2,1,6,922,39.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5696_01,5696,1,0,1,0,6,911,33.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5698_01,5698,1,0,2,1,5,1088,14.0,0,0,0.0,0.0,325.0,247.0,305.0,0
5700_01,5700,1,0,2,1,6,924,47.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5702_01,5702,1,0,0,0,6,912,28.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5705_01,5705,1,0,2,1,6,925,17.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5706_01,5706,1,0,2,1,5,1090,16.0,0,0,0.0,458.0,725.0,0.0,0.0,1
5707_01,5707,1,0,2,1,5,1091,15.0,0,0,0.0,0.0,973.0,29.0,0.0,1
5709_01,5709,1,1,2,1,2,215,33.0,0,0,0.0,4372.0,0.0,4103.0,0.0,1
5710_01,5710,1,0,2,1,5,1092,61.0,0,0,0.0,166.0,1080.0,0.0,16.0,1
5712_01,5712,1,1,2,1,4,371,61.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5713_01,5713,1,0,2,0,6,915,42.0,0,0,0.0,29.0,317.0,434.0,45.0,1
5714_01,5714,4,0,2,0,6,916,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5714_02,5714,4,0,2,0,6,916,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5714_04,5714,4,0,2,0,6,916,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5716_01,5716,1,0,1,1,5,1093,29.0,0,0,0.0,173.0,0.0,0.0,1155.0,1
5717_01,5717,1,0,2,0,6,917,59.0,0,0,0.0,664.0,0.0,144.0,141.0,1
5718_01,5718,1,0,2,1,6,927,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5719_01,5719,2,0,2,0,6,918,70.0,0,0,390.0,0.0,0.0,0.0,518.0,1
5719_02,5719,2,0,2,0,6,918,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5721_01,5721,2,1,2,1,1,219,37.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5721_02,5721,2,1,2,1,1,219,58.0,0,0,0.0,1975.0,598.0,7.0,3726.0,0
5722_01,5722,1,0,2,1,6,928,44.0,0,0,69.0,0.0,17.0,176.0,2105.0,0
5723_01,5723,1,2,2,1,4,372,24.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5724_01,5724,1,0,1,0,6,919,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5725_01,5725,1,0,2,1,5,1094,24.0,0,0,156.0,0.0,364.0,489.0,383.0,1
5727_01,5727,1,0,0,0,6,920,28.0,0,0,0.0,0.0,0.0,711.0,0.0,0
5728_01,5728,1,0,2,0,5,1185,24.0,0,0,0.0,217.0,0.0,77.0,510.0,0
5729_01,5729,1,2,2,0,5,1186,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5730_01,5730,1,0,2,0,5,1187,25.0,0,0,2029.0,1.0,0.0,0.0,121.0,0
5732_01,5732,1,0,2,0,6,921,20.0,0,0,0.0,0.0,53.0,2.0,754.0,0
5733_01,5733,1,0,0,0,6,922,34.0,0,0,0.0,1745.0,6.0,5.0,37.0,1
5737_01,5737,2,1,2,1,2,216,39.0,0,0,0.0,11856.0,13.0,39.0,3.0,1
5737_02,5737,2,1,2,1,2,216,35.0,0,0,0.0,7636.0,0.0,353.0,705.0,1
5738_01,5738,1,0,2,1,6,929,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5739_01,5739,1,0,2,1,6,930,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5740_01,5740,2,1,2,0,0,52,42.0,0,0,0.0,16.0,0.0,144.0,7492.0,0
5740_02,5740,2,1,0,0,0,52,32.0,0,0,70.0,764.0,724.0,547.0,1297.0,0
5742_01,5742,1,0,0,1,5,1096,50.0,0,0,57.0,29.0,0.0,0.0,643.0,0
5744_01,5744,1,0,2,1,6,931,23.0,0,0,0.0,37.0,859.0,9.0,1.0,1
5747_01,5747,1,0,2,0,5,1192,29.0,0,0,715.0,47.0,0.0,0.0,0.0,0
5748_01,5748,1,1,2,0,0,53,35.0,0,1,247.0,436.0,459.0,1.0,1984.0,0
5750_01,5750,1,0,2,0,4,363,18.0,0,0,0.0,625.0,0.0,0.0,356.0,0
5755_01,5755,1,0,2,1,6,933,23.0,0,0,88.0,0.0,586.0,0.0,0.0,1
5756_01,5756,8,0,2,0,5,1194,51.0,0,0,542.0,0.0,360.0,0.0,0.0,0
5756_02,5756,8,0,2,0,5,1194,42.0,0,0,439.0,0.0,0.0,0.0,254.0,0
5756_03,5756,8,0,1,0,5,1194,19.0,0,0,5.0,0.0,0.0,716.0,0.0,0
5756_06,5756,8,0,1,0,5,1194,22.0,0,0,158.0,0.0,476.0,0.0,26.0,0
5756_08,5756,8,0,1,0,5,1194,31.0,0,0,11.0,0.0,0.0,1912.0,1120.0,0
5757_01,5757,1,0,2,0,5,1195,23.0,0,0,0.0,0.0,0.0,558.0,1.0,0
5758_01,5758,1,0,2,1,6,934,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5761_01,5761,1,1,2,1,1,220,55.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5763_01,5763,1,0,2,1,5,1099,40.0,0,0,0.0,0.0,56.0,1.0,642.0,0
5764_01,5764,1,0,2,1,5,1100,25.0,0,0,0.0,0.0,1037.0,8.0,1.0,1
5765_01,5765,1,1,2,0,2,181,42.0,0,0,0.0,1871.0,0.0,570.0,199.0,0
5767_01,5767,1,0,1,1,6,936,33.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5768_01,5768,2,1,2,0,1,193,54.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5768_02,5768,2,1,0,0,1,193,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5769_01,5769,2,1,2,0,1,194,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5769_02,5769,2,1,0,0,1,194,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5772_01,5772,1,2,0,0,5,1197,23.0,0,0,610.0,858.0,75.0,1358.0,0.0,0
5773_01,5773,1,1,0,1,2,217,61.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5776_01,5776,1,0,2,1,5,1102,21.0,0,0,0.0,128.0,209.0,4.0,383.0,0
5778_01,5778,1,0,2,0,6,926,36.0,0,0,0.0,0.0,0.0,0.0,907.0,0
5780_02,5780,3,1,2,0,1,195,35.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5780_03,5780,3,1,0,0,1,195,21.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5781_01,5781,1,0,0,0,5,1200,21.0,0,0,0.0,0.0,0.0,1.0,594.0,0
5783_01,5783,1,0,0,0,5,1201,43.0,0,0,0.0,1197.0,0.0,223.0,1.0,1
5785_01,5785,1,0,1,1,5,1104,34.0,0,0,571.0,0.0,0.0,0.0,0.0,0
5786_01,5786,1,0,1,0,6,928,47.0,0,0,14.0,3.0,0.0,1720.0,0.0,0
5788_01,5788,1,2,2,1,5,1105,27.0,0,0,850.0,0.0,681.0,1.0,0.0,1
5790_01,5790,1,1,2,1,2,218,46.0,0,0,0.0,1068.0,945.0,2587.0,811.0,0
5792_01,5792,1,1,0,0,1,196,40.0,0,0,0.0,3338.0,0.0,6344.0,199.0,0
5793_01,5793,1,1,0,1,4,375,59.0,1,0,0.0,0.0,0.0,0.0,0.0,1
5794_01,5794,1,1,2,0,3,182,45.0,0,0,0.0,1202.0,149.0,1472.0,3379.0,0
5795_01,5795,1,0,1,1,5,1106,19.0,0,0,0.0,95.0,595.0,0.0,0.0,1
5802_01,5802,1,2,2,1,3,175,44.0,0,0,815.0,219.0,22.0,0.0,0.0,1
5804_01,5804,1,0,2,0,6,933,26.0,1,0,0.0,0.0,0.0,0.0,0.0,0
5806_01,5806,1,0,2,1,5,1109,22.0,0,0,514.0,0.0,2.0,129.0,583.0,0
5808_01,5808,2,0,2,0,6,934,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5808_02,5808,2,0,2,0,5,1204,18.0,0,0,0.0,3.0,41.0,359.0,393.0,0
5809_01,5809,2,0,2,0,5,1205,22.0,0,0,104.0,511.0,254.0,425.0,4.0,0
